"kegg","over.abundant.health.conf"
"K02099(AraC_family_transcriptional_regulator,_arabinose_operon_regulatoryprotein)",0.864
"K02226(alpha-ribazole_phosphatase)",0.864
"K02836(peptide_chain_release_factor_RF-2)",0.864
"K03531(cell_division_protein_FtsZ)",0.864
"K04095(cell_filamentation_protein)",0.864
"K05807(putative_lipoprotein)",0.864
"K08218(MFS_transporter,_PAT_family,_beta-lactamase_induction_signaltransducer_AmpG)",0.864
"K11717(cysteine_desulfurase_/_selenocysteine_lyase)",0.864
"K00604(methionyl-tRNA_formyltransferase)",0.862
"K00652(8-amino-7-oxononanoate_synthase)",0.862
"K00927(phosphoglycerate_kinase)",0.862
"K01322(prolyl_oligopeptidase)",0.862
"K01755(argininosuccinate_lyase)",0.862
"K01867(tryptophanyl-tRNA_synthetase)",0.862
"K03429(1,2-diacylglycerol_3-glucosyltransferase)",0.862
"K03734(thiamine_biosynthesis_lipoprotein)",0.862
"K01077(alkaline_phosphatase)",0.86
"K01647(citrate_synthase)",0.86
"K01814(phosphoribosylformimino-5-aminoimidazole_carboxamide_ribotideisomerase)",0.86
"K01873(valyl-tRNA_synthetase)",0.86
"K03168(DNA_topoisomerase_I)",0.86
"K03354(anaphase-promoting_complex_subunit_7)",0.86
"K03624(transcription_elongation_factor_GreA)",0.86
"K03695(ATP-dependent_Clp_protease_ATP-binding_subunit_ClpB)",0.86
"K07560(D-tyrosyl-tRNA(Tyr)_deacylase)",0.86
"K09257(NF-kappa-B_inhibitor-like_protein_2)",0.86
"K11326(cation_efflux_system_protein_involved_in_nickel_and_cobalt_tolerance)",0.86
"K13091(RNA-binding_protein_39)",0.86
"K00067(dTDP-4-dehydrorhamnose_reductase)",0.858
"K00602(phosphoribosylaminoimidazolecarboxamide_formyltransferase_/_IMPcyclohydrolase)",0.858
"K00844(hexokinase)",0.858
"K02563(UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase)",0.858
"K02838(ribosome_recycling_factor)",0.858
"K03086(RNA_polymerase_primary_sigma_factor)",0.858
"K03551(holliday_junction_DNA_helicase_RuvB)",0.858
"K03565(regulatory_protein)",0.858
"K09560(suppressor_of_tumorigenicity_protein_13)",0.858
"K00849(galactokinase)",0.856
"K00945(cytidylate_kinase)",0.856
"K01078(acid_phosphatase)",0.856
"K01515(ADP-ribose_pyrophosphatase)",0.856
"K01929(UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine_ligase)",0.856
"K02970(small_subunit_ribosomal_protein_S21)",0.856
"K03110(fused_signal_recognition_particle_receptor)",0.856
"K03438(S-adenosyl-methyltransferase)",0.856
"K03469(ribonuclease_HI)",0.856
"K04887(potassium_voltage-gated_channel_Shaw-related_subfamily_C_member_1)",0.856
"K05808(putative_sigma-54_modulation_protein)",0.856
"K07124(N-acetylmuramic_acid_6-phosphate_etherase)",0.856
"K14388()",0.856
"K00248(butyryl-CoA_dehydrogenase)",0.854
"K01686(mannonate_dehydratase)",0.854
"K01745(histidine_ammonia-lyase)",0.854
"K03315(Na+:H+_antiporter,_NhaC_family)",0.854
"K06942(ribosomal_RNA_large_subunit_methyltransferase_N)",0.854
"K09584(protein_disulfide-isomerase_A6)",0.854
"K11927(ATP-dependent_RNA_helicase_RhlE)",0.854
"K12344(3-oxo-5-alpha-steroid_4-dehydrogenase_2)",0.854
"K12995(rhamnosyltransferase)",0.854
"K01438(acetylornithine_deacetylase)",0.852
"K01892(histidyl-tRNA_synthetase)",0.852
"K02313(chromosomal_replication_initiator_protein)",0.852
"K02356(elongation_factor_EF-P)",0.852
"K03076(preprotein_translocase_subunit_SecY)",0.852
"K04485(DNA_repair_protein_RadA/Sms)",0.852
"K06889(hemoglobin)",0.852
"K07029(mannosyl-3-phosphoglycerate_phosphatase)",0.852
"K12308(beta-galactosidase)",0.852
"K12573(ribonuclease_R)",0.852
"K00588(caffeoyl-CoA_O-methyltransferase)",0.85
"K01485(cytosine_deaminase)",0.85
"K02990(small_subunit_ribosomal_protein_S6)",0.85
"K03522(electron_transfer_flavoprotein_alpha_subunit)",0.85
"K03569(rod_shape-determining_protein_MreB_and_related_proteins)",0.85
"K03625(N_utilization_substance_protein_B)",0.85
"K06180(ribosomal_large_subunit_pseudouridine_synthase_D)",0.85
"K14382()",0.85
"K14652()",0.85
"K15740()",0.85
"K00951(GTP_pyrophosphokinase)",0.848
"K01838(beta-phosphoglucomutase)",0.848
"K02040(phosphate_transport_system_substrate-binding_protein)",0.848
"K03737(putative_pyruvate-flavodoxin_oxidoreductase)",0.848
"K03772(FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA)",0.848
"K04077(chaperonin_GroEL)",0.848
"K07456(DNA_mismatch_repair_protein_MutS2)",0.848
"K08316(ribosomal_RNA_small_subunit_methyltransferase_D)",0.848
"K12828(splicing_factor_3B_subunit_1)",0.848
"K14391()",0.848
"K01619(deoxyribose-phosphate_aldolase)",0.846
"K01925(UDP-N-acetylmuramoylalanine--D-glutamate_ligase)",0.846
"K03703(excinuclease_ABC_subunit_C)",0.846
"K12453(CDP-paratose_synthetase)",0.846
"K15269()",0.846
"K00075(UDP-N-acetylmuramate_dehydrogenase)",0.844
"K01870(isoleucyl-tRNA_synthetase)",0.844
"K02428(nucleoside-triphosphate_pyrophosphatase)",0.844
"K04961(ryanodine_receptor_1)",0.844
"K07271(lipopolysaccharide_cholinephosphotransferase)",0.844
"K07495(putative_transposase)",0.844
"K11170(dehydrogenase/reductase_SDR_family_member_X)",0.844
"K13020(UDP-D-GlcNAcA_oxidase)",0.844
"K13206(coiled-coil_domain-containing_protein_55)",0.844
"K00012(UDPglucose_6-dehydrogenase)",0.842
"K01537(Ca2+-transporting_ATPase)",0.842
"K01924(UDP-N-acetylmuramate--alanine_ligase)",0.842
"K01956(carbamoyl-phosphate_synthase_small_subunit)",0.842
"K02108(F-type_H+-transporting_ATPase_subunit_a)",0.842
"K02115(F-type_H+-transporting_ATPase_subunit_gamma)",0.842
"K02121(V-type_H+-transporting_ATPase_subunit_E)",0.842
"K03298(drug/metabolite_transporter,_DME_family)",0.842
"K06991(aspartate_dehydrogenase)",0.842
"K07670(two-component_system,_OmpR_family,_response_regulator_MtrA)",0.842
"K07716(two-component_system,_cell_cycle_sensor_histidine_kinase_PleC)",0.842
"K09014(Fe-S_cluster_assembly_protein_SufB)",0.842
"K14759()",0.842
"K00651(homoserine_O-succinyltransferase)",0.84
"K00718(galactoside_2-L-fucosyltransferase_1/2)",0.84
"K00942(guanylate_kinase)",0.84
"K03744(LemA_protein)",0.84
"K05849(solute_carrier_family_8_(sodium/calcium_exchanger))",0.84
"K07221(outer_membrane_porin)",0.84
"K00048(lactaldehyde_reductase)",0.838
"K01787(N-acylglucosamine_2-epimerase)",0.838
"K02118(V-type_H+-transporting_ATPase_subunit_B)",0.838
"K02120(V-type_H+-transporting_ATPase_subunit_D)",0.838
"K04963(ryanodine_receptor_3)",0.838
"K12888(heterogeneous_nuclear_ribonucleoprotein_U)",0.838
"K14379(tartrate-resistant_acid_phosphatase_type_5)",0.838
"K14441()",0.838
"K00121(S-(hydroxymethyl)glutathione_dehydrogenase_/_alcohol_dehydrogenase)",0.836
"K01889(phenylalanyl-tRNA_synthetase_alpha_chain)",0.836
"K02470(DNA_gyrase_subunit_B)",0.836
"K02651(pilus_assembly_protein_Flp/PilA)",0.836
"K05574(NADH_dehydrogenase_I_subunit_3)",0.836
"K07462(single-stranded-DNA-specific_exonuclease)",0.836
"K14166(copper_transport_protein)",0.836
"K14390()",0.836
"K01012(biotin_synthetase)",0.834
"K07231(putative_iron-regulated_protein)",0.834
"K09811(cell_division_transport_system_permease_protein)",0.834
"K00760(hypoxanthine_phosphoribosyltransferase)",0.832
"K02950(small_subunit_ribosomal_protein_S12)",0.832
"K03118(sec-independent_protein_translocase_protein_TatC)",0.832
"K03655(ATP-dependent_DNA_helicase_RecG)",0.832
"K03798(cell_division_protease_FtsH)",0.832
"K10459(kelch-like_protein_22)",0.832
"K14385()",0.832
"K02123(V-type_H+-transporting_ATPase_subunit_I)",0.83
"K07338(hypothetical_protein)",0.83
"K11169(dehydrogenase/reductase_SDR_family_member_13)",0.83
"K00287(dihydrofolate_reductase)",0.828
"K00854(xylulokinase)",0.828
"K01113(alkaline_phosphatase_D)",0.828
"K01868(threonyl-tRNA_synthetase)",0.828
"K03305(proton-dependent_oligopeptide_transporter,_POT_family)",0.828
"K04962(ryanodine_receptor_2)",0.828
"K06925(queuosine_biosynthesis_protein_QueC)",0.828
"K07027(mannosyl-3-phosphoglycerate_phosphatase)",0.828
"K08214(MFS_transporter,_OCT_family,_solute_carrier_family_22_(organiccation_transporter),_member_18)",0.828
"K12309(beta-galactosidase)",0.828
"K13000(mannosyltransferase)",0.828
"K00118(glucose-fructose_oxidoreductase)",0.826
"K01129(dGTPase)",0.826
"K01452(chitin_deacetylase)",0.826
"K01775(alanine_racemase)",0.826
"K03101(signal_peptidase_II)",0.826
"K03281(chloride_channel_protein,_CIC_family)",0.826
"K03685(ribonuclease_III)",0.826
"K10421(CAP-Gly_domain-containing_linker_protein_1)",0.826
"K11749(regulator_of_sigma_E_protease)",0.826
"K12850(pre-mRNA-splicing_factor_38B)",0.826
"K14310(nuclear_pore_complex_protein_Nup205)",0.826
"K00265(glutamate_synthase_(NADPH/NADH)_large_chain)",0.824
"K00761(uracil_phosphoribosyltransferase)",0.824
"K00831(phosphoserine_aminotransferase)",0.824
"K00962(polyribonucleotide_nucleotidyltransferase)",0.824
"K01356(repressor_LexA)",0.824
"K01939(adenylosuccinate_synthase)",0.824
"K02117(V-type_H+-transporting_ATPase_subunit_A)",0.824
"K04985(polycystin_1)",0.824
"K06269(protein_phosphatase_1,_catalytic_subunit)",0.824
"K10454(kelch-like_protein_17_(actinfilin))",0.824
"K12854(pre-mRNA-splicing_helicase_BRR2)",0.824
"K13126(polyadenylate-binding_protein)",0.824
"K00215(dihydrodipicolinate_reductase)",0.822
"K00852(ribokinase)",0.822
"K01000(phospho-N-acetylmuramoyl-pentapeptide-transferase)",0.822
"K08138(MFS_transporter,_SP_family,_xylose:H+_symportor)",0.822
"K13004(galacturonosyltransferase)",0.822
"K13540(precorrin-2_C20-methyltransferase_/_precorrin-3BC17-methyltransferase)",0.822
"K15727()",0.822
"K00798(cob(I)alamin_adenosyltransferase)",0.82
"K01209(alpha-N-arabinofuranosidase)",0.82
"K03070(preprotein_translocase_subunit_SecA)",0.82
"K07669(two-component_system,_OmpR_family,_response_regulator_MprA)",0.82
"K12993(alpha-1,2-rhamnosyltransferase)",0.82
"K00717(glycoprotein_6-alpha-L-fucosyltransferase)",0.818
"K01002(phosphoglycerol_transferase)",0.818
"K01091(phosphoglycolate_phosphatase)",0.818
"K06881(7-cyano-7-deazaguanine_reductase)",0.818
"K06969(ribosomal_RNA_large_subunit_methyltransferase_I)",0.818
"K07399(cytochrome_c_biogenesis_protein)",0.818
"K07657(two-component_system,_OmpR_family,_phosphate_regulon_responseregulator_PhoB)",0.818
"K11211(3-deoxy-D-manno-octulosonic_acid_kinase)",0.818
"K11541(carbamoyl-phosphate_synthase_/_aspartate_carbamoyltransferase)",0.818
"K00262(glutamate_dehydrogenase_(NADP+))",0.816
"K00969(nicotinate-nucleotide_adenylyltransferase)",0.816
"K02111(F-type_H+-transporting_ATPase_subunit_alpha)",0.816
"K02361(isochorismate_synthase)",0.816
"K02909(large_subunit_ribosomal_protein_L31)",0.816
"K13010(perosamine_synthetase)",0.816
"K00078(dihydrodiol_dehydrogenase_/_D-xylose_1-dehydrogenase_(NADP))",0.814
"K00134(glyceraldehyde_3-phosphate_dehydrogenase)",0.814
"K01625(2-dehydro-3-deoxyphosphogluconate_aldolase_/4-hydroxy-2-oxoglutarate_aldolase)",0.814
"K01856(muconate_cycloisomerase)",0.814
"K01875(seryl-tRNA_synthetase)",0.814
"K02109(F-type_H+-transporting_ATPase_subunit_b)",0.814
"K02113(F-type_H+-transporting_ATPase_subunit_delta)",0.814
"K05288(phosphatidylinositol_glycan,_class_O)",0.814
"K07487(transposase)",0.814
"K07610(desmin)",0.814
"K07677(two-component_system,_NarL_family,_capsular_synthesis_sensorhistidine_kinase_RcsC)",0.814
"K09903(uridylate_kinase)",0.814
"K09928(hypothetical_protein)",0.814
"K10450(kelch-like_protein_12)",0.814
"K10460(kelch-like_protein_23)",0.814
"K02355(elongation_factor_EF-G)",0.812
"K03205(type_IV_secretion_system_protein_VirD4)",0.812
"K04892(potassium_voltage-gated_channel_Shal-related_subfamily_D_member_2)",0.812
"K08408(G_protein-coupled_receptor_68)",0.812
"K15839()",0.812
"K00768(nicotinate-nucleotide--dimethylbenzimidazolephosphoribosyltransferase)",0.81
"K00973(glucose-1-phosphate_thymidylyltransferase)",0.81
"K01243(S-adenosylhomocysteine/5'-methylthioadenosine_nucleosidase)",0.81
"K02114(F-type_H+-transporting_ATPase_subunit_epsilon)",0.81
"K02497(HemX_protein)",0.81
"K03269(UDP-2,3-diacylglucosamine_hydrolase)",0.81
"K03629(DNA_replication_and_repair_protein_RecF)",0.81
"K06360(response_regulator_aspartate_phosphatase_B)",0.81
"K07137(5-hydroxyisourate_hydrolase)",0.81
"K07705(two-component_system,_LytT_family,_response_regulator_LytT)",0.81
"K13154(U11/U12_small_nuclear_ribonucleoprotein_31_kDa_protein)",0.81
"K14158(solute_carrier_family_5_(sodium/glucose_cotransporter),_member_1)",0.81
"K00856(adenosine_kinase)",0.808
"K01573(oxaloacetate_decarboxylase,_gamma_subunit)",0.808
"K04759(ferrous_iron_transport_protein_B)",0.808
"K04900(potassium_voltage-gated_channel_subfamily_G_member_1)",0.808
"K05768(gelsolin)",0.808
"K06950(ribosome_biogenesis_GTPase)",0.808
"K00026(malate_dehydrogenase)",0.806
"K00057(glycerol-3-phosphate_dehydrogenase_(NAD(P)+))",0.806
"K00762(orotate_phosphoribosyltransferase)",0.806
"K03403(magnesium_chelatase_subunit_H)",0.806
"K05310(ethanolaminephosphotransferase)",0.806
"K07275(outer_membrane_protein)",0.806
"K07647(two-component_system,_OmpR_family,_sensor_histidine_kinase_TorS)",0.806
"K08884(serine/threonine_protein_kinase,_bacterial)",0.806
"K11751(5'-nucleotidase_/_UDP-sugar_diphosphatase)",0.806
"K13088(ELAV-like_protein_1)",0.806
"K13604(bacteriochlorophyll_C20_methyltransferase)",0.806
"K00025(malate_dehydrogenase)",0.804
"K01081(5'-nucleotidase)",0.804
"K01714(dihydrodipicolinate_synthase)",0.804
"K01815(4-deoxy-L-threo-5-hexosulose-uronate_ketol-isomerase)",0.804
"K01881(prolyl-tRNA_synthetase)",0.804
"K02860(16S_rRNA_processing_protein_RimM)",0.804
"K02899(large_subunit_ribosomal_protein_L27)",0.804
"K03308(neurotransmitter:Na+_symporter,_NSS_family)",0.804
"K03768(peptidyl-prolyl_cis-trans_isomerase_B_(cyclophilin_B))",0.804
"K06130(lysophospholipase_II)",0.804
"K08257(mannan_endo-1,6-alpha-mannosidase)",0.804
"K09582(protein_disulfide-isomerase_A4)",0.804
"K10427(dynactin_5)",0.804
"K11753(riboflavin_kinase_/_FMN_adenylyltransferase)",0.804
"K15530()",0.804
"K00062(D-arabinose_1-dehydrogenase)",0.802
"K00773(queuine_tRNA-ribosyltransferase)",0.802
"K02275(cytochrome_c_oxidase_subunit_II)",0.802
"K02315(DNA_replication_protein_DnaC)",0.802
"K03550(holliday_junction_DNA_helicase_RuvA)",0.802
"K09669(alpha-1,3-fucosyltransferase_10)",0.802
"K11443(two-component_system,_cell_cycle_response_regulator_DivK)",0.802
"K11730(acyl-CoA_dehydrogenase_family_member_11)",0.802
"K12538(outer_membrane_protein_HasF)",0.802
"K00010(myo-inositol_2-dehydrogenase)",0.8
"K01885(glutamyl-tRNA_synthetase)",0.8
"K01992(ABC-2_type_transport_system_permease_protein)",0.8
"K02124(V-type_H+-transporting_ATPase_subunit_K)",0.8
"K02656(type_IV_pilus_assembly_protein_PilF)",0.8
"K02835(peptide_chain_release_factor_RF-1)",0.8
"K05573(NADH_dehydrogenase_I_subunit_2)",0.8
"K06217(phosphate_starvation-inducible_protein_PhoH_and_related_proteins)",0.8
"K12354(ectonucleotide_pyrophosphatase/phosphodiesterase_family_member_7)",0.8
"K12375(arylsulfatase_I/J)",0.8
"K00683(glutaminyl-peptide_cyclotransferase)",0.798
"K01163(hypothetical_protein)",0.798
"K01207(beta-N-acetylhexosaminidase)",0.798
"K01607(4-carboxymuconolactone_decarboxylase)",0.798
"K01615(glutaconyl-CoA_decarboxylase)",0.798
"K02855(AraC_family_transcriptional_regulator,_L-rhamnose_operon_regulatoryprotein_RhaS)",0.798
"K06364(response_regulator_aspartate_phosphatase_F)",0.798
"K07665(two-component_system,_OmpR_family,_copper_resistance_phosphateregulon_response_regulator_CusR)",0.798
"K15342()",0.798
"K01953(asparagine_synthase_(glutamine-hydrolysing))",0.796
"K02112(F-type_H+-transporting_ATPase_subunit_beta)",0.796
"K04408(mitogen-activated_protein_kinase_kinase_kinase_kinase_1)",0.796
"K06985(aspartyl_protease_family_protein)",0.796
"K08864(tousled-like_kinase)",0.796
"K13689(beta-1,4-N-acetylgalactosaminyltransferase)",0.796
"K14510()",0.796
"K15538()",0.796
"K02469(DNA_gyrase_subunit_A)",0.794
"K03702(excinuclease_ABC_subunit_B)",0.794
"K04075(tRNA(Ile)-lysidine_synthase)",0.794
"K05366(penicillin-binding_protein_1A)",0.794
"K09795(hypothetical_protein)",0.794
"K12374(arylsulfatase_D/E/F/H)",0.794
"K14389()",0.794
"K00743(N-acetyllactosaminide_3-alpha-galactosyltransferase)",0.792
"K01890(phenylalanyl-tRNA_synthetase_beta_chain)",0.792
"K02488(two-component_system,_cell_cycle_response_regulator)",0.792
"K03406(methyl-accepting_chemotaxis_protein)",0.792
"K03827(putative_acetyltransferase)",0.792
"K03940(NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_7)",0.792
"K08130(tsukushi_(leucine-rich_repeat-containing_protein_54))",0.792
"K09817(zinc_transport_system_ATP-binding_protein)",0.792
"K10366(dystrophin)",0.792
"K01756(adenylosuccinate_lyase)",0.79
"K02622(topoisomerase_IV_subunit_B)",0.79
"K03577(TetR/AcrR_family_transcriptional_regulator,_acrAB_operon_repressor)",0.79
"K05578(NADH_dehydrogenase_I_subunit_6)",0.79
"K11127(telomerase_protein_component_1)",0.79
"K11912(serine/threonine-protein_kinase_PpkA)",0.79
"K12310(Di-N-acetylchitobiase)",0.79
"K13811(3'-phosphoadenosine_5'-phosphosulfate_synthase)",0.79
"K14742()",0.79
"K00826(branched-chain_amino_acid_aminotransferase)",0.788
"K01104(protein-tyrosine_phosphatase)",0.788
"K01212(levanase)",0.788
"K01364(streptopain)",0.788
"K01585(arginine_decarboxylase)",0.788
"K01794(chondroitin-glucuronate_5-epimerase)",0.788
"K01921(D-alanine-D-alanine_ligase)",0.788
"K03574(7,8-dihydro-8-oxoguanine_triphosphatase)",0.788
"K04096(DNA_processing_protein)",0.788
"K05534(mannan_polymerase_II_complex_HOC1_subunit)",0.788
"K10443(kelch-like_protein_2/3)",0.788
"K11054(CylI_protein)",0.788
"K11356(two-component_system,_sensor_histidine_kinase_and_response_regulator)",0.788
"K11934(outer_membrane_protein_X)",0.788
"K13780()",0.788
"K14369(O-methyltransferase)",0.788
"K01337(lysyl_endopeptidase)",0.786
"K01446(N-acetylmuramoyl-L-alanine_amidase)",0.786
"K01874(methionyl-tRNA_synthetase)",0.786
"K01937(CTP_synthase)",0.786
"K02346(DNA_polymerase_IV)",0.786
"K02520(translation_initiation_factor_IF-3)",0.786
"K02607(origin_recognition_complex_subunit_5)",0.786
"K03789(ribosomal-protein-alanine_N-acetyltransferase)",0.786
"K15053()",0.786
"K00014(shikimate_dehydrogenase)",0.784
"K01198(xylan_1,4-beta-xylosidase)",0.784
"K02879(large_subunit_ribosomal_protein_L17)",0.784
"K03584(DNA_repair_protein_RecO_(recombination_protein_O))",0.784
"K07632(galactoside_alpha-1,3-fucosyltransferase_4)",0.784
"K08057(calreticulin)",0.784
"K14210(solute_carrier_family_3_(neutral_and_basic_amino_acid_transporter),member_1)",0.784
"K00698(chitin_synthase)",0.782
"K01491(methylenetetrahydrofolate_dehydrogenase_(NADP+)_/methenyltetrahydrofolate_cyclohydrolase)",0.782
"K01759(lactoylglutathione_lyase)",0.782
"K01876(aspartyl-tRNA_synthetase)",0.782
"K11946(hydratase-aldolase)",0.782
"K12303(MFS_transporter,_ACS_family,_solute_carrier_family_17(sodium-dependent_inorganic_phosphate_cotransporter),_member_9)",0.782
"K13444(sulfatase_modifying_factor_1)",0.782
"K14863()",0.782
"K00612(carbamoyltransferase)",0.78
"K02935(large_subunit_ribosomal_protein_L7/L12)",0.78
"K03215(RNA_methyltransferase,_TrmA_family)",0.78
"K03935(NADH_dehydrogenase_(ubiquinone)_Fe-S_protein_2)",0.78
"K05304(sialic_acid_synthase)",0.78
"K05946(N-acetylglucosaminyldiphosphoundecaprenol)",0.78
"K06075(MarR_family_transcriptional_regulator,_transcriptional_regulator_forhemolysin)",0.78
"K07102(lipopolysaccharide_export_system_permease_protein)",0.78
"K07979(GntR_family_transcriptional_regulator)",0.78
"K08076(astacin)",0.78
"K10451(kelch-like_protein_14)",0.78
"K10462(kelch-like_protein_25/37_(ectoderm-neural_cortex_protein))",0.78
"K01735(3-dehydroquinate_synthase)",0.778
"K07762(pappalysin-1)",0.778
"K08606(meprin_A,_beta)",0.778
"K08848(receptor-interacting_serine/threonine-protein_kinase_4)",0.778
"K09710(hypothetical_protein)",0.778
"K11228(mitogen-activated_protein_kinase_kinase_kinase)",0.778
"K12887(heterogeneous_nuclear_ribonucleoprotein_M)",0.778
"K13499(chondroitin_sulfate_synthase)",0.778
"K00789(S-adenosylmethionine_synthetase)",0.776
"K01507(inorganic_pyrophosphatase)",0.776
"K01610(phosphoenolpyruvate_carboxykinase_(ATP))",0.776
"K01950(NAD+_synthase_(glutamine-hydrolysing))",0.776
"K02687(ribosomal_protein_L11_methyltransferase)",0.776
"K02775(PTS_system,_galactitol-specific_IIC_component)",0.776
"K03217(preprotein_translocase_subunit_YidC)",0.776
