kegg,brite_level
K14165,Enzymes [BR:ko01000]
K08148,Transporters [BR:ko02000]
K08149,Transporters [BR:ko02000]
K14161,DNA repair and recombination proteins [BR:ko03400]
K14160,DNA repair and recombination proteins [BR:ko03400]
K14162,Enzymes [BR:ko01000]
K08142,Transporters [BR:ko02000]
K13693,Enzymes [BR:ko01000]
K08141,Transporters [BR:ko02000]
K08146,Transporters [BR:ko02000]
K08147,Transporters [BR:ko02000]
K08144,Transporters [BR:ko02000]
K08145,Transporters [BR:ko02000]
K03709,Transcription factors [BR:ko03000]
K03708,Transcription factors [BR:ko03000]
K03700,DNA repair and recombination proteins [BR:ko03400]
K02385,Bacterial motility proteins [BR:ko02035]
K03705,Transcription factors [BR:ko03000]
K03704,Transcription factors [BR:ko03000]
K02380,NA
K03706,Transcription factors [BR:ko03000]
K03499,Transporters [BR:ko02000]
K03498,Transporters [BR:ko02000]
K13141,Spliceosome [BR:ko03041]
K09434,Transcription factors [BR:ko03000]
K03491,Transcription factors [BR:ko03000]
K03490,Transcription factors [BR:ko03000]
K03493,Transcription factors [BR:ko03000]
K03492,Transcription factors [BR:ko03000]
K03495,Transfer RNA biogenesis [BR:ko03016]
K03497,Transcription factors [BR:ko03000]
K13411,Enzymes [BR:ko01000]
K09008,Mitochondrial biogenesis [BR:ko03029]
K06194,NA
K14270,Amino acid related enzymes [BR:ko01007]
K06192,NA
K07555,Mitochondrial biogenesis [BR:ko03029]
K03819,Enzymes [BR:ko01000]
K06191,NA
K03817,Enzymes [BR:ko01000]
K03811,Transporters [BR:ko02000]
K03810,NA
K03813,Enzymes [BR:ko01000]
K03812,Ribosome biogenesis [BR:ko03009]
K03634,NA
K03631,DNA repair and recombination proteins [BR:ko03400]
K03630,NA
K03633,Chromosome [BR:ko03036]
K03632,Chromosome [BR:ko03036]
K08855,Enzymes [BR:ko01000]
K08856,Enzymes [BR:ko01000]
K08857,Enzymes [BR:ko01000]
K08850,Enzymes [BR:ko01000]
K03638,NA
K13419,Enzymes [BR:ko01000]
K10028,Enzymes [BR:ko01000]
K06289,Transporters [BR:ko02000]
K06288,NA
K06283,Transcription factors [BR:ko03000]
K11452,Ubiquitin system [BR:ko04121]
K12942,NA
K06287,NA
K06286,Chromosome [BR:ko03036]
K06285,Transcription factors [BR:ko03000]
K06284,Transcription factors [BR:ko03000]
K06983,NA
K06518,Transporters [BR:ko02000]
K11908,Transcription factors [BR:ko03000]
K06048,Enzymes [BR:ko01000]
K12034,Enzymes [BR:ko01000]
K09724,NA
K09727,NA
K09726,NA
K09721,NA
K09720,NA
K09723,DNA replication proteins [BR:ko03032]
K11062,Bacterial toxins [BR:ko02042]
K12346,Transporters [BR:ko02000]
K14808,Enzymes [BR:ko01000]
K13236,Enzymes [BR:ko01000]
K03929,Enzymes [BR:ko01000]
K11515,Chromosome [BR:ko03036]
K02431,Enzymes [BR:ko01000]
K03534,Enzymes [BR:ko01000]
K06849,Cell adhesion molecules and their ligands [BR:ko04516]
K11699,Enzymes [BR:ko01000]
K13164,Spliceosome [BR:ko03041]
K04933,Ion channels [BR:ko04040]
K09896,NA
K04931,Ion channels [BR:ko04040]
K09894,NA
K09893,Messenger RNA biogenesis [BR:ko03019]
K09892,Chromosome [BR:ko03036]
K04935,Ion channels [BR:ko04040]
K04934,Ion channels [BR:ko04040]
K07244,Transporters [BR:ko02000]
K07245,Transporters [BR:ko02000]
K03034,Proteasome [BR:ko03051]
K07240,Transporters [BR:ko02000]
K07241,Transporters [BR:ko02000]
K09899,NA
K09898,NA
K06607,Enzymes [BR:ko01000]
K08671,Enzymes [BR:ko01000]
K06605,NA
K14724,Transporters [BR:ko02000]
K06603,Bacterial motility proteins [BR:ko02035]
K06602,Bacterial motility proteins [BR:ko02035]
K06601,Bacterial motility proteins [BR:ko02035]
K09790,NA
K11060,Bacterial toxins [BR:ko02042]
K13165,Spliceosome [BR:ko03041]
K06609,Transporters [BR:ko02000]
K06608,Transcription factors [BR:ko03000]
K03923,NA
K08672,Enzymes [BR:ko01000]
K01269,Enzymes [BR:ko01000]
K06438,NA
K11474,Transcription factors [BR:ko03000]
K11475,Transcription factors [BR:ko03000]
K11476,Transcription factors [BR:ko03000]
K03744,NA
K06867,NA
K06866,NA
K06865,NA
K06864,NA
K06862,NA
K06860,NA
K08635,Peptidases [BR:ko01002]
K08637,Enzymes [BR:ko01000]
K08630,Enzymes [BR:ko01000]
K08632,Enzymes [BR:ko01000]
K08633,Enzymes [BR:ko01000]
K06905,NA
K08638,Enzymes [BR:ko01000]
K08673,Enzymes [BR:ko01000]
K06439,NA
K11874,Enzymes [BR:ko01000]
K08840,Enzymes [BR:ko01000]
K11870,Enzymes [BR:ko01000]
K11871,Enzymes [BR:ko01000]
K11872,Enzymes [BR:ko01000]
K11873,Enzymes [BR:ko01000]
K11879,Proteasome [BR:ko03051]
K09945,NA
K11738,Transporters [BR:ko02000]
K07398,NA
K07399,NA
K09940,NA
K11054,NA
K11055,NA
K07392,NA
K07393,NA
K07390,Chaperones and folding catalysts [BR:ko03110]
K07391,NA
K07396,NA
K07397,NA
K07394,NA
K07395,NA
K08995,NA
K07506,Transcription factors [BR:ko03000]
K15594,Enzymes [BR:ko01000]
K10899,Enzymes [BR:ko01000]
K07505,NA
K03667,Chaperones and folding catalysts [BR:ko03110]
K15029,Translation factors [BR:ko03012]
K08996,NA
K09650,Enzymes [BR:ko01000]
K11273,Enzymes [BR:ko01000]
K11270,Chromosome [BR:ko03036]
K11271,Chromosome [BR:ko03036]
K15027,Translation factors [BR:ko03012]
K15026,Messenger RNA biogenesis [BR:ko03019]
K11274,Chromosome [BR:ko03036]
K08990,NA
K08700,NA
K07025,NA
K07027,NA
K07020,NA
K07501,NA
K08706,Transcription factors [BR:ko03000]
K07023,NA
K07500,NA
K07028,NA
K02348,NA
K06005,Enzymes [BR:ko01000]
K10476,Ubiquitin system [BR:ko04121]
K02349,Enzymes [BR:ko01000]
K10473,Ubiquitin system [BR:ko04121]
K07807,NA
K10471,Ubiquitin system [BR:ko04121]
K08676,Enzymes [BR:ko01000]
K09776,NA
K10338,Ubiquitin system [BR:ko04121]
K07101,NA
K09775,NA
K11306,Enzymes [BR:ko01000]
K11307,Enzymes [BR:ko01000]
K15115,Transporters [BR:ko02000]
K15114,Transporters [BR:ko02000]
K15113,Mitochondrial biogenesis [BR:ko03029]
K08677,Peptidases [BR:ko01002]
K15110,Transporters [BR:ko02000]
K06998,Enzymes [BR:ko01000]
K09796,Chaperones and folding catalysts [BR:ko03110]
K11308,Enzymes [BR:ko01000]
K15118,Transporters [BR:ko02000]
K09800,Transporters [BR:ko02000]
K09801,NA
K06157,Transporters [BR:ko02000]
K09802,NA
K15381,Transporters [BR:ko02000]
K02347,DNA repair and recombination proteins [BR:ko03400]
K07730,Transcription factors [BR:ko03000]
K00428,Enzymes [BR:ko01000]
K07733,Transcription factors [BR:ko03000]
K07734,Transcription factors [BR:ko03000]
K07735,Transcription factors [BR:ko03000]
K07736,Transcription factors [BR:ko03000]
K05889,Enzymes [BR:ko01000]
K07738,Transcription factors [BR:ko03000]
K07739,Enzymes [BR:ko01000]
K06154,Transcription factors [BR:ko03000]
K01073,Enzymes [BR:ko01000]
K00427,Transporters [BR:ko02000]
K09805,NA
K01396,Enzymes [BR:ko01000]
K01390,Enzymes [BR:ko01000]
K09806,NA
K15687,Enzymes [BR:ko01000]
K11184,NA
K09807,NA
K06011,Enzymes [BR:ko01000]
K06441,Enzymes [BR:ko01000]
K03694,Chaperones and folding catalysts [BR:ko03110]
K09809,Enzymes [BR:ko01000]
K09798,NA
K12149,DNA repair and recombination proteins [BR:ko03400]
K03692,Enzymes [BR:ko01000]
K15202,Transcription machinery [BR:ko03021]
K15201,Transcription machinery [BR:ko03021]
K15200,Transcription machinery [BR:ko03021]
K15207,Transcription machinery [BR:ko03021]
K05896,Chromosome [BR:ko03036]
K05727,NA
K15204,Transcription machinery [BR:ko03021]
K15208,Transcription machinery [BR:ko03021]
K00555,Enzymes [BR:ko01000]
K00554,Enzymes [BR:ko01000]
K00557,Enzymes [BR:ko01000]
K00556,Enzymes [BR:ko01000]
K09799,NA
K09649,Enzymes [BR:ko01000]
K13617,Enzymes [BR:ko01000]
K01170,Enzymes [BR:ko01000]
K01172,Enzymes [BR:ko01000]
K04413,Enzymes [BR:ko01000]
K01174,Enzymes [BR:ko01000]
K01175,Enzymes [BR:ko01000]
K04417,KEGG modules [BR:ko00002]
K12512,Secretion system [BR:ko02044]
K13615,Lipid biosynthesis proteins [BR:ko01004]
K14972,Chromosome [BR:ko03036]
K14971,Chromosome [BR:ko03036]
K14086,NA
K14087,NA
K14088,NA
K14089,NA
K13751,Transporters [BR:ko02000]
K13754,Transporters [BR:ko02000]
K12513,Secretion system [BR:ko02044]
K09093,Transcription factors [BR:ko03000]
K14723,Transporters [BR:ko02000]
K04255,G protein-coupled receptors [BR:ko04030]
K12410,Enzymes [BR:ko01000]
K06197,NA
K14441,Enzymes [BR:ko01000]
K10293,Ubiquitin system [BR:ko04121]
K02601,Transcription machinery [BR:ko03021]
K02600,Transcription machinery [BR:ko03021]
K10333,Ubiquitin system [BR:ko04121]
K13178,Enzymes [BR:ko01000]
K02972,Ribosome biogenesis [BR:ko03009]
K03558,NA
K07135,NA
K03731,Enzymes [BR:ko01000]
K02572,NA
K03552,DNA repair and recombination proteins [BR:ko03400]
K03554,DNA repair and recombination proteins [BR:ko03400]
K03556,Transcription factors [BR:ko03000]
K03557,Transcription factors [BR:ko03000]
K12989,Enzymes [BR:ko01000]
K07488,NA
K11736,Transporters [BR:ko02000]
K15471,Enzymes [BR:ko01000]
K13357,Enzymes [BR:ko01000]
K09548,Chaperones and folding catalysts [BR:ko03110]
K06894,NA
K14798,Ribosome biogenesis [BR:ko03009]
K14799,Ribosome biogenesis [BR:ko03009]
K14796,Ribosome biogenesis [BR:ko03009]
K14797,Ribosome biogenesis [BR:ko03009]
K14794,Ribosome biogenesis [BR:ko03009]
K14795,Ribosome biogenesis [BR:ko03009]
K14792,Ribosome biogenesis [BR:ko03009]
K14793,Ribosome biogenesis [BR:ko03009]
K14790,Ribosome biogenesis [BR:ko03009]
K14791,Ribosome biogenesis [BR:ko03009]
K13689,Enzymes [BR:ko01000]
K13688,Enzymes [BR:ko01000]
K08151,KEGG modules [BR:ko00002]
K13680,Enzymes [BR:ko01000]
K13683,Enzymes [BR:ko01000]
K13682,Enzymes [BR:ko01000]
K13684,Enzymes [BR:ko01000]
K08157,Transporters [BR:ko02000]
K08156,Transporters [BR:ko02000]
K11216,Enzymes [BR:ko01000]
K02395,Bacterial motility proteins [BR:ko02035]
K15268,Transporters [BR:ko02000]
K09409,Transcription factors [BR:ko03000]
K11655,Chromosome [BR:ko03036]
K09404,Transcription factors [BR:ko03000]
K05794,NA
K13531,Enzymes [BR:ko01000]
K13530,Enzymes [BR:ko01000]
K13678,Enzymes [BR:ko01000]
K15418,Polyketide biosynthesis proteins [BR:ko01008]
K10332,Ubiquitin system [BR:ko04121]
K03828,Enzymes [BR:ko01000]
K03829,Enzymes [BR:ko01000]
K01551,Enzymes [BR:ko01000]
K03820,Enzymes [BR:ko01000]
K14679,Enzymes [BR:ko01000]
K03822,Enzymes [BR:ko01000]
K10369,Cytoskeleton proteins [BR:ko04812]
K03824,Enzymes [BR:ko01000]
K03825,Enzymes [BR:ko01000]
K03826,Enzymes [BR:ko01000]
K03827,Enzymes [BR:ko01000]
K03600,NA
K08848,Enzymes [BR:ko01000]
K03604,Transcription factors [BR:ko03000]
K05792,NA
K03606,NA
K03607,NA
K12246,Enzymes [BR:ko01000]
K03609,Chromosome [BR:ko03036]
K09991,NA
K12245,Enzymes [BR:ko01000]
K12242,Polyketide biosynthesis proteins [BR:ko01008]
K12243,Transcription factors [BR:ko03000]
K06952,NA
K00062,Enzymes [BR:ko01000]
K06406,NA
K09718,NA
K11919,KEGG modules [BR:ko00002]
K09710,Ribosome biogenesis [BR:ko03009]
K09711,NA
K11911,KEGG modules [BR:ko00002]
K11910,KEGG modules [BR:ko00002]
K11917,Transcription factors [BR:ko03000]
K11916,Enzymes [BR:ko01000]
K09716,Enzymes [BR:ko01000]
K11914,Transcription factors [BR:ko03000]
K03734,Enzymes [BR:ko01000]
K14673,Polyketide biosynthesis proteins [BR:ko01008]
K03733,Chromosome [BR:ko03036]
K09537,Chaperones and folding catalysts [BR:ko03110]
K14672,Polyketide biosynthesis proteins [BR:ko01008]
K11682,Chromosome [BR:ko03036]
K11681,Enzymes [BR:ko01000]
K11680,Chromosome [BR:ko03036]
K11687,Enzymes [BR:ko01000]
K11686,Chromosome [BR:ko03036]
K11685,Chromosome [BR:ko03036]
K11684,Chromosome [BR:ko03036]
K12062,Secretion system [BR:ko02044]
K12063,Secretion system [BR:ko02044]
K12060,Secretion system [BR:ko02044]
K12061,Secretion system [BR:ko02044]
K12066,Secretion system [BR:ko02044]
K12067,Secretion system [BR:ko02044]
K12064,Secretion system [BR:ko02044]
K12065,Secretion system [BR:ko02044]
K13825,NA
K07334,NA
K06380,NA
K06381,NA
K06386,NA
K06387,NA
K06384,NA
K07335,NA
K06388,NA
K07257,NA
K07336,Enzymes [BR:ko01000]
K11374,Transfer RNA biogenesis [BR:ko03016]
K07254,Enzymes [BR:ko01000]
K00348,Enzymes [BR:ko01000]
K11359,Transcription machinery [BR:ko03021]
K07337,NA
K07164,NA
K15032,Translation factors [BR:ko03012]
K06006,Chaperones and folding catalysts [BR:ko03110]
K06403,NA
K07332,Secretion system [BR:ko02044]
K07161,NA
K08817,Enzymes [BR:ko01000]
K08118,Proteoglycans [BR:ko00535]
K07160,NA
K06819,Cell adhesion molecules and their ligands [BR:ko04516]
K11469,Chromosome [BR:ko03036]
K06812,Cell adhesion molecules and their ligands [BR:ko04516]
K14946,Spliceosome [BR:ko03041]
K11465,Chromosome [BR:ko03036]
K07162,NA
K06817,Cell adhesion molecules and their ligands [BR:ko04516]
K08622,Enzymes [BR:ko01000]
K08621,Enzymes [BR:ko01000]
K00638,Enzymes [BR:ko01000]
K08626,Enzymes [BR:ko01000]
K08625,Enzymes [BR:ko01000]
K08624,Enzymes [BR:ko01000]
K15378,Transporters [BR:ko02000]
K12949,Enzymes [BR:ko01000]
K00633,Enzymes [BR:ko01000]
K10290,Ubiquitin system [BR:ko04121]
K11865,Peptidases [BR:ko01002]
K06499,Exosome [BR:ko04147]
K07169,NA
K11869,Enzymes [BR:ko01000]
K13442,Enzymes [BR:ko01000]
K10296,Ubiquitin system [BR:ko04121]
K07388,NA
K09973,NA
K09974,NA
K09975,NA
K09976,NA
K09977,NA
K09978,NA
K09979,NA
K02030,KEGG modules [BR:ko00002]
K06992,NA
K07387,Enzymes [BR:ko01000]
K07386,Enzymes [BR:ko01000]
K06926,NA
K06927,Enzymes [BR:ko01000]
K06924,NA
K06925,Transfer RNA biogenesis [BR:ko03016]
K06922,NA
K01336,Enzymes [BR:ko01000]
K13694,Peptidases [BR:ko01002]
K10316,Ubiquitin system [BR:ko04121]
K10317,Ubiquitin system [BR:ko04121]
K07186,NA
K06929,NA
K11269,Chromosome [BR:ko03036]
K11268,Enzymes [BR:ko01000]
K08321,Enzymes [BR:ko01000]
K11267,Chromosome [BR:ko03036]
K07033,NA
K07149,NA
K07030,NA
K02497,NA
K11068,Bacterial toxins [BR:ko02042]
K07035,NA
K10854,Enzymes [BR:ko01000]
K08717,Transporters [BR:ko02000]
K00701,Enzymes [BR:ko01000]
K08715,Transporters [BR:ko02000]
K08714,Transporters [BR:ko02000]
K08713,Transporters [BR:ko02000]
K07452,Enzymes [BR:ko01000]
K10402,Chromosome [BR:ko03036]
K10400,Cytoskeleton proteins [BR:ko04812]
K07812,Enzymes [BR:ko01000]
K10406,Cytoskeleton proteins [BR:ko04812]
K07814,Two-component system [BR:ko02022]
K10405,Chromosome [BR:ko03036]
K06990,Cytoskeleton proteins [BR:ko04812]
K09362,Transcription factors [BR:ko03000]
K00091,Enzymes [BR:ko01000]
K01066,Enzymes [BR:ko01000]
K07184,NA
K00098,Enzymes [BR:ko01000]
K10360,Cytoskeleton proteins [BR:ko04812]
K11315,Transcription machinery [BR:ko03021]
K11314,Transcription machinery [BR:ko03021]
K10972,Transcription factors [BR:ko03000]
K08436,G protein-coupled receptors [BR:ko04030]
K08437,G protein-coupled receptors [BR:ko04030]
K11312,NA
K12984,Enzymes [BR:ko01000]
K10649,Ubiquitin system [BR:ko04121]
K11319,Chromosome [BR:ko03036]
K15163,Transcription machinery [BR:ko03021]
K00142,Enzymes [BR:ko01000]
K02068,KEGG modules [BR:ko00002]
K09895,NA
K06409,Transporters [BR:ko02000]
K10728,DNA replication proteins [BR:ko03032]
K03190,NA
K07729,Transcription factors [BR:ko03000]
K07728,Transcription factors [BR:ko03000]
K07727,Transcription factors [BR:ko03000]
K07726,Transcription factors [BR:ko03000]
K07724,Transcription factors [BR:ko03000]
K07723,Transcription factors [BR:ko03000]
K07722,Transcription factors [BR:ko03000]
K07721,Transcription factors [BR:ko03000]
K00898,Enzymes [BR:ko01000]
K04028,NA
K10463,Ubiquitin system [BR:ko04121]
K01387,Enzymes [BR:ko01000]
K01385,Enzymes [BR:ko01000]
K08853,Enzymes [BR:ko01000]
K13722,Enzymes [BR:ko01000]
K09391,Transcription factors [BR:ko03000]
K00897,Enzymes [BR:ko01000]
K13720,Enzymes [BR:ko01000]
K09158,NA
K09159,Prokaryotic defense system [BR:ko02048]
K08384,NA
K09157,NA
K09154,NA
K13721,Enzymes [BR:ko01000]
K09152,NA
K09153,NA
K09150,NA
K07760,KEGG modules [BR:ko00002]
K08159,Transporters [BR:ko02000]
K02623,Transcription factors [BR:ko03000]
K08158,Transporters [BR:ko02000]
K05715,Enzymes [BR:ko01000]
K05716,Enzymes [BR:ko01000]
K15185,Transcription machinery [BR:ko03021]
K00561,Enzymes [BR:ko01000]
K00563,Enzymes [BR:ko01000]
K00564,Enzymes [BR:ko01000]
K12687,Transporters [BR:ko02000]
K15562,Enzymes [BR:ko01000]
K15563,Transcription machinery [BR:ko03021]
K15560,Transcription machinery [BR:ko03021]
K15561,Transcription machinery [BR:ko03021]
K12685,Enzymes [BR:ko01000]
K00960,Enzymes [BR:ko01000]
K14968,Chromosome [BR:ko03036]
K01169,Enzymes [BR:ko01000]
K15781,Enzymes [BR:ko01000]
K14965,Chromosome [BR:ko03036]
K14964,Chromosome [BR:ko03036]
K14967,Chromosome [BR:ko03036]
K08017,Cytoskeleton proteins [BR:ko04812]
K14961,Chromosome [BR:ko03036]
K14960,Transcription factors [BR:ko03000]
K14963,Chromosome [BR:ko03036]
K01160,Enzymes [BR:ko01000]
K14091,NA
K14090,NA
K14093,NA
K14092,NA
K14095,NA
K14094,NA
K14097,NA
K08150,Transporters [BR:ko02000]
K14099,NA
K15526,Enzymes [BR:ko01000]
K03608,Chromosome [BR:ko03036]
K08153,KEGG modules [BR:ko00002]
K15527,Enzymes [BR:ko01000]
K07458,Enzymes [BR:ko01000]
K05778,KEGG modules [BR:ko00002]
K15289,Transporters [BR:ko02000]
K08095,Enzymes [BR:ko01000]
K08154,Transporters [BR:ko02000]
K12445,Enzymes [BR:ko01000]
K10769,Enzymes [BR:ko01000]
K15640,NA
K02019,Transcription factors [BR:ko03000]
K05048,Transporters [BR:ko02000]
K02014,Transporters [BR:ko02000]
K15646,Enzymes [BR:ko01000]
K09574,Enzymes [BR:ko01000]
K09575,Enzymes [BR:ko01000]
K15165,Transcription machinery [BR:ko03021]
K09577,Enzymes [BR:ko01000]
K09570,Enzymes [BR:ko01000]
K09572,Enzymes [BR:ko01000]
K03309,NA
K15644,Polyketide biosynthesis proteins [BR:ko01008]
K01766,Enzymes [BR:ko01000]
K08164,Transporters [BR:ko02000]
K02493,Enzymes [BR:ko01000]
K08166,Transporters [BR:ko02000]
K08167,KEGG modules [BR:ko00002]
K08160,Transporters [BR:ko02000]
K08161,Transporters [BR:ko02000]
K08162,Transporters [BR:ko02000]
K08163,Transporters [BR:ko02000]
K14784,Ribosome biogenesis [BR:ko03009]
K02498,NA
K02499,Chromosome [BR:ko03036]
K08168,KEGG modules [BR:ko00002]
K08169,Transporters [BR:ko02000]
K14783,Ribosome biogenesis [BR:ko03009]
K14782,Ribosome biogenesis [BR:ko03009]
K15416,Polyketide biosynthesis proteins [BR:ko01008]
K15417,Polyketide biosynthesis proteins [BR:ko01008]
K08364,Transporters [BR:ko02000]
K08365,Transcription factors [BR:ko03000]
K08363,Transporters [BR:ko02000]
K14415,Enzymes [BR:ko01000]
K14414,Transcription factors [BR:ko03000]
K08368,Transporters [BR:ko02000]
K08369,Transporters [BR:ko02000]
K10457,Ubiquitin system [BR:ko04121]
K11492,Chromosome [BR:ko03036]
K03306,NA
K06332,NA
K03098,Exosome [BR:ko04147]
K06331,NA
K09419,Transcription factors [BR:ko03000]
K06330,NA
K03303,Transporters [BR:ko02000]
K04064,NA
K06885,NA
K13177,Enzymes [BR:ko01000]
K09417,Transcription factors [BR:ko03000]
K09416,Transcription factors [BR:ko03000]
K09415,Transcription factors [BR:ko03000]
K06336,Peptidases [BR:ko01002]
K03837,Transporters [BR:ko02000]
K03836,Transporters [BR:ko02000]
K11941,Enzymes [BR:ko01000]
K14166,Transporters [BR:ko02000]
K03833,Translation factors [BR:ko03012]
K06335,NA
K03830,Enzymes [BR:ko01000]
K06886,NA
K03839,NA
K03838,Transporters [BR:ko02000]
K03547,DNA repair and recombination proteins [BR:ko03400]
K03546,DNA repair and recombination proteins [BR:ko03400]
K03545,NA
K13783,Transporters [BR:ko02000]
K03543,KEGG modules [BR:ko00002]
K02835,Translation factors [BR:ko03012]
K02836,Translation factors [BR:ko03012]
K13140,Spliceosome [BR:ko03041]
K02838,Translation factors [BR:ko03012]
K02839,Translation factors [BR:ko03012]
K04062,NA
K11498,Protein phosphatases and associated proteins [BR:ko01009]
K03549,Transporters [BR:ko02000]
K03548,Transporters [BR:ko02000]
K00389,NA
K06338,NA
K03619,NA
K03618,NA
K03617,NA
K03616,NA
K03615,NA
K03614,NA
K03613,NA
K03612,NA
K03611,Chaperones and folding catalysts [BR:ko03110]
K03610,Chromosome [BR:ko03036]
K02236,KEGG modules [BR:ko00002]
K02237,KEGG modules [BR:ko00002]
K09705,NA
K09704,NA
K09703,NA
K08881,Enzymes [BR:ko01000]
K09701,NA
K09700,NA
K14430,Transporters [BR:ko02000]
K02238,KEGG modules [BR:ko00002]
K02239,KEGG modules [BR:ko00002]
K09918,NA
K12072,Secretion system [BR:ko02044]
K03722,Enzymes [BR:ko01000]
K03721,Transcription factors [BR:ko03000]
K03720,Transcription factors [BR:ko03000]
K03727,Enzymes [BR:ko01000]
K03726,Enzymes [BR:ko01000]
K03725,Enzymes [BR:ko01000]
K03724,Enzymes [BR:ko01000]
K13252,Enzymes [BR:ko01000]
K06382,Enzymes [BR:ko01000]
K13256,NA
K13254,Enzymes [BR:ko01000]
K13255,NA
K12078,Secretion system [BR:ko02044]
K08941,KEGG modules [BR:ko00002]
K11676,Chromosome [BR:ko03036]
K11677,Chromosome [BR:ko03036]
K08948,Photosynthesis proteins [BR:ko00194]
K11675,Chromosome [BR:ko03036]
K11672,Chromosome [BR:ko03036]
K11673,Chromosome [BR:ko03036]
K11671,Chromosome [BR:ko03036]
K06391,NA
K06390,NA
K06393,NA
K06392,NA
K06395,NA
K06394,NA
K06397,NA
K06396,NA
K06399,Enzymes [BR:ko01000]
K06398,NA
K11061,Bacterial toxins [BR:ko02042]
K03057,NA
K09911,NA
K10378,Cytoskeleton proteins [BR:ko04812]
K12048,Secretion system [BR:ko02044]
K11049,NA
K09917,NA
K06222,Enzymes [BR:ko01000]
K05519,Transcription factors [BR:ko03000]
K11065,Enzymes [BR:ko01000]
K10300,Enzymes [BR:ko01000]
K05799,Transcription factors [BR:ko03000]
K11064,NA
K11535,Transporters [BR:ko02000]
K10379,Cytoskeleton proteins [BR:ko04812]
K06901,Transporters [BR:ko02000]
K11412,Enzymes [BR:ko01000]
K12678,Transporters [BR:ko02000]
K06804,Cell adhesion molecules and their ligands [BR:ko04516]
K11414,Enzymes [BR:ko01000]
K11415,Enzymes [BR:ko01000]
K11789,Ubiquitin system [BR:ko04121]
K06904,NA
K11786,Enzymes [BR:ko01000]
K08656,Enzymes [BR:ko01000]
K02553,Messenger RNA biogenesis [BR:ko03019]
K08892,Enzymes [BR:ko01000]
K08894,Enzymes [BR:ko01000]
K11898,Secretion system [BR:ko02044]
K08897,Enzymes [BR:ko01000]
K11896,KEGG modules [BR:ko00002]
K11897,KEGG modules [BR:ko00002]
K11894,Secretion system [BR:ko02044]
K11895,KEGG modules [BR:ko00002]
K11893,KEGG modules [BR:ko00002]
K11890,Secretion system [BR:ko02044]
K06908,NA
K09702,NA
K02550,Transporters [BR:ko02000]
K09968,NA
K09967,NA
K06714,Transcription factors [BR:ko03000]
K03090,Transcription machinery [BR:ko03021]
K09964,NA
K09963,NA
K09962,NA
K09961,NA
K09960,NA
K06935,NA
K06934,NA
K06937,Enzymes [BR:ko01000]
K06936,NA
K06931,NA
K06930,NA
K06933,NA
K06932,Enzymes [BR:ko01000]
K10307,Ubiquitin system [BR:ko04121]
K10306,Ubiquitin system [BR:ko04121]
K06939,NA
K06938,NA
K00713,Enzymes [BR:ko01000]
K00712,Enzymes [BR:ko01000]
K02558,Enzymes [BR:ko01000]
K15731,Enzymes [BR:ko01000]
K14709,Transporters [BR:ko02000]
K14708,Transporters [BR:ko02000]
K07280,NA
K07282,NA
K07283,NA
K07284,Enzymes [BR:ko01000]
K07285,NA
K07286,NA
K07287,Transporters [BR:ko02000]
K07288,NA
K07289,NA
K08805,Enzymes [BR:ko01000]
K07533,Enzymes [BR:ko01000]
K07822,Secretion system [BR:ko02044]
K09778,NA
K09185,Transcription factors [BR:ko03000]
K00085,Enzymes [BR:ko01000]
K11320,Enzymes [BR:ko01000]
K11321,Chromosome [BR:ko03036]
K11322,Chromosome [BR:ko03036]
K11323,Enzymes [BR:ko01000]
K11324,Chromosome [BR:ko03036]
K11325,NA
K15177,Transcription machinery [BR:ko03021]
K15176,Transcription machinery [BR:ko03021]
K15179,Transcription machinery [BR:ko03021]
K15178,Transcription machinery [BR:ko03021]
K15738,Transporters [BR:ko02000]
K11120,DNA replication proteins [BR:ko03032]
K03605,Enzymes [BR:ko01000]
K00153,Enzymes [BR:ko01000]
K00154,Enzymes [BR:ko01000]
K05910,Enzymes [BR:ko01000]
K01973,Enzymes [BR:ko01000]
K01974,Enzymes [BR:ko01000]
K01975,Enzymes [BR:ko01000]
K05919,Enzymes [BR:ko01000]
K14996,Transporters [BR:ko02000]
K08843,Enzymes [BR:ko01000]
K07752,Enzymes [BR:ko01000]
K07757,Enzymes [BR:ko01000]
K07755,Enzymes [BR:ko01000]
K07114,Transporters [BR:ko02000]
K09388,NA
K07443,NA
K01376,Enzymes [BR:ko01000]
K09380,Transcription factors [BR:ko03000]
K01372,Enzymes [BR:ko01000]
K09386,NA
K09384,NA
K01224,Enzymes [BR:ko01000]
K08399,G protein-coupled receptors [BR:ko04030]
K10834,Enzymes [BR:ko01000]
K10121,KEGG modules [BR:ko00002]
K10120,KEGG modules [BR:ko00002]
K10122,KEGG modules [BR:ko00002]
K09145,NA
K09144,NA
K09146,NA
K09141,NA
K09140,Ribosome biogenesis [BR:ko03009]
K09143,NA
K09142,NA
K04652,Chaperones and folding catalysts [BR:ko03110]
K04653,NA
K15222,Transcription machinery [BR:ko03021]
K04656,NA
K07444,Enzymes [BR:ko01000]
K04654,NA
K04655,NA
K15773,Transcription factors [BR:ko03000]
K07113,NA
K06173,Enzymes [BR:ko01000]
K04613,G protein-coupled receptors [BR:ko04030]
K04094,Enzymes [BR:ko01000]
K04095,Chromosome [BR:ko03036]
