kegg,level_1,level_2
K10140,Genetic Information Processing,"Folding, sorting and degradation"
K10631,NA,NA
K10632,Environmental Information Processing,Signal transduction
K10639,NA,NA
K01860,Metabolism,Xenobiotics biodegradation and metabolism
K01866,Genetic Information Processing,Translation
K01867,Genetic Information Processing,Translation
K01865,NA,NA
K01868,Genetic Information Processing,Translation
K01869,Genetic Information Processing,Translation
K15519,Metabolism,Nucleotide metabolism
K15518,Metabolism,Nucleotide metabolism
K15048,NA,NA
K15045,Human Diseases,Infectious diseases
K15044,Human Diseases,Infectious diseases
K15047,Human Diseases,Infectious diseases
K15046,Human Diseases,Infectious diseases
K15040,Environmental Information Processing,Signal transduction
K15043,Human Diseases,Infectious diseases
K15042,Human Diseases,Infectious diseases
K09668,NA,NA
K09669,NA,NA
K09664,Metabolism,Glycan biosynthesis and metabolism
K06146,NA,NA
K09667,Metabolism,Glycan biosynthesis and metabolism
K06142,NA,NA
K09663,Metabolism,Glycan biosynthesis and metabolism
K02854,NA,NA
K04766,NA,NA
K04767,NA,NA
K04764,NA,NA
K04765,Metabolism,Nucleotide metabolism
K04762,NA,NA
K04763,NA,NA
K04760,NA,NA
K04761,NA,NA
K04768,NA,NA
K04769,NA,NA
K08313,NA,NA
K08312,Metabolism,Nucleotide metabolism
K08311,Genetic Information Processing,"Folding, sorting and degradation"
K08310,Metabolism,Metabolism of cofactors and vitamins
K08317,NA,NA
K08316,NA,NA
K05147,Environmental Information Processing,Signal transduction
K08314,NA,NA
K08319,NA,NA
K08318,Metabolism,Overview
K04442,Environmental Information Processing,Signal transduction
K14648,NA,NA
K14649,Genetic Information Processing,Transcription
K14398,Genetic Information Processing,Translation
K14399,Genetic Information Processing,Translation
K14392,NA,NA
K14393,NA,NA
K14390,NA,NA
K14391,NA,NA
K14644,NA,NA
K14397,Genetic Information Processing,Translation
K14394,NA,NA
K14647,NA,NA
K01689,Metabolism,Overview
K01686,Metabolism,Carbohydrate metabolism
K01687,Metabolism,Overview
K01684,Metabolism,Carbohydrate metabolism
K01685,Metabolism,Carbohydrate metabolism
K01682,Metabolism,Overview
K01681,Metabolism,Overview
K05308,Metabolism,Overview
K14026,Genetic Information Processing,"Folding, sorting and degradation"
K02889,Genetic Information Processing,Translation
K02888,Genetic Information Processing,Translation
K14023,Genetic Information Processing,"Folding, sorting and degradation"
K02885,Genetic Information Processing,Translation
K02884,Genetic Information Processing,Translation
K02887,Genetic Information Processing,Translation
K02886,Genetic Information Processing,Translation
K02881,Genetic Information Processing,Translation
K02880,Genetic Information Processing,Translation
K02883,Genetic Information Processing,Translation
K02882,Genetic Information Processing,Translation
K04366,Environmental Information Processing,Signal transduction
K02084,Cellular Processes,Cell growth and death
K02087,Cellular Processes,Cell growth and death
K02086,NA,NA
K02081,NA,NA
K02080,Metabolism,Carbohydrate metabolism
K02083,Metabolism,Nucleotide metabolism
K02082,NA,NA
K02089,Environmental Information Processing,Signal transduction
K02088,NA,NA
K03428,Metabolism,Metabolism of cofactors and vitamins
K03429,Metabolism,Lipid metabolism
K03424,NA,NA
K03425,Genetic Information Processing,"Folding, sorting and degradation"
K03426,Metabolism,Metabolism of cofactors and vitamins
K03427,NA,NA
K03420,Genetic Information Processing,"Folding, sorting and degradation"
K03421,Metabolism,Energy metabolism
K03422,Metabolism,Energy metabolism
K03931,NA,NA
K12394,Cellular Processes,Transport and catabolism
K12395,Cellular Processes,Transport and catabolism
K12396,Cellular Processes,Transport and catabolism
K12397,Cellular Processes,Transport and catabolism
K12391,Cellular Processes,Transport and catabolism
K12392,Cellular Processes,Transport and catabolism
K12393,Cellular Processes,Transport and catabolism
K12398,Cellular Processes,Transport and catabolism
K12399,Cellular Processes,Transport and catabolism
K02339,Metabolism,Nucleotide metabolism
K02338,Metabolism,Nucleotide metabolism
K02337,Metabolism,Nucleotide metabolism
K02336,NA,NA
K02335,Metabolism,Nucleotide metabolism
K02334,NA,NA
K02332,Cellular Processes,Transport and catabolism
K02331,NA,NA
K02330,Genetic Information Processing,Replication and repair
K05666,Environmental Information Processing,Membrane transport
K03688,NA,NA
K03680,Genetic Information Processing,Translation
K03681,Genetic Information Processing,"Folding, sorting and degradation"
K03683,NA,NA
K03684,NA,NA
K03685,Genetic Information Processing,Translation
K03686,NA,NA
K03687,NA,NA
K12171,NA,NA
K12172,Genetic Information Processing,Translation
K05648,Environmental Information Processing,Membrane transport
K12176,NA,NA
K07301,NA,NA
K07300,NA,NA
K07303,NA,NA
K07302,NA,NA
K07305,NA,NA
K07304,NA,NA
K07307,Metabolism,Energy metabolism
K02967,Genetic Information Processing,Translation
K07309,Metabolism,Metabolism of other amino acids
K07308,Metabolism,Energy metabolism
K02616,NA,NA
K02965,Genetic Information Processing,Translation
K05642,Environmental Information Processing,Membrane transport
K02963,Genetic Information Processing,Translation
K05640,Environmental Information Processing,Signal transduction
K03114,Environmental Information Processing,Signal transduction
K02961,Genetic Information Processing,Translation
K03115,Genetic Information Processing,Translation
K08825,NA,NA
K08824,NA,NA
K09684,NA,NA
K09685,NA,NA
K09682,NA,NA
K09683,NA,NA
K09680,Metabolism,Metabolism of cofactors and vitamins
K09681,NA,NA
K09688,Environmental Information Processing,Membrane transport
K09689,Environmental Information Processing,Membrane transport
K05962,NA,NA
K05967,NA,NA
K05966,Environmental Information Processing,Signal transduction
K05964,Environmental Information Processing,Signal transduction
K11154,Metabolism,Metabolism of cofactors and vitamins
K11153,Metabolism,Metabolism of cofactors and vitamins
K11152,Metabolism,Metabolism of cofactors and vitamins
K11151,Metabolism,Metabolism of cofactors and vitamins
K11150,Metabolism,Metabolism of cofactors and vitamins
K00308,Cellular Processes,Transport and catabolism
K00658,Metabolism,Overview
K00659,Metabolism,Lipid metabolism
K00656,Metabolism,Carbohydrate metabolism
K00657,Metabolism,Amino acid metabolism
K00654,Metabolism,Lipid metabolism
K00655,Metabolism,Lipid metabolism
K00652,Metabolism,Metabolism of cofactors and vitamins
K00653,NA,NA
K00302,Metabolism,Amino acid metabolism
K00303,Metabolism,Amino acid metabolism
K10829,NA,NA
K06434,NA,NA
K10329,NA,NA
K06436,NA,NA
K06437,NA,NA
K10820,NA,NA
K10821,NA,NA
K00372,Metabolism,Energy metabolism
K10824,Environmental Information Processing,Membrane transport
K10826,NA,NA
K10827,NA,NA
K01358,Cellular Processes,Cell growth and death
K01359,NA,NA
K04426,Genetic Information Processing,"Folding, sorting and degradation"
K12552,Metabolism,Glycan biosynthesis and metabolism
K04562,Cellular Processes,Cell motility
K05100,NA,NA
K14259,Metabolism,Carbohydrate metabolism
K14258,NA,NA
K11602,Environmental Information Processing,Membrane transport
K14257,Metabolism,Metabolism of terpenoids and polyketides
K00671,NA,NA
K05856,Environmental Information Processing,Signal transduction
K11607,Environmental Information Processing,Membrane transport
K01308,NA,NA
K06546,Cellular Processes,Transport and catabolism
K01303,NA,NA
K01301,NA,NA
K11972,NA,NA
K01306,NA,NA
K01305,NA,NA
K01304,NA,NA
K02658,Environmental Information Processing,Signal transduction
K00672,Metabolism,Overview
K05689,Environmental Information Processing,Signal transduction
K02650,Environmental Information Processing,Signal transduction
K05683,Environmental Information Processing,Membrane transport
K02652,NA,NA
K05850,Environmental Information Processing,Signal transduction
K02654,NA,NA
K02655,NA,NA
K05684,Environmental Information Processing,Membrane transport
K05685,Environmental Information Processing,Membrane transport
K00878,Metabolism,Metabolism of cofactors and vitamins
K00879,Metabolism,Carbohydrate metabolism
K00872,Metabolism,Overview
K00873,Metabolism,Overview
K00870,NA,NA
K00871,Environmental Information Processing,Signal transduction
K00876,Metabolism,Nucleotide metabolism
K00877,Metabolism,Metabolism of cofactors and vitamins
K00874,Metabolism,Overview
K00875,Metabolism,Carbohydrate metabolism
K04487,Metabolism,Metabolism of cofactors and vitamins
K14165,NA,NA
K04485,NA,NA
K04484,NA,NA
K04483,NA,NA
K04482,Genetic Information Processing,Replication and repair
K04480,Metabolism,Overview
K04488,NA,NA
K15253,Metabolism,Xenobiotics biodegradation and metabolism
K15254,NA,NA
K15255,NA,NA
K15256,NA,NA
K15257,NA,NA
K04371,Environmental Information Processing,Signal transduction
K15259,NA,NA
K04373,Environmental Information Processing,Signal transduction
K04372,Environmental Information Processing,Signal transduction
K12049,NA,NA
K08143,Organismal Systems,Digestive system
K04678,Genetic Information Processing,"Folding, sorting and degradation"
K15552,Metabolism,Energy metabolism
K13709,Cellular Processes,Cellular commiunity
K13700,Organismal Systems,Nervous system
K08146,NA,NA
K13702,NA,NA
K13703,NA,NA
K13704,NA,NA
K13705,NA,NA
K13706,NA,NA
K05467,Environmental Information Processing,Signal transduction
K05464,NA,NA
K15559,NA,NA
K01821,Metabolism,Overview
K09516,Metabolism,Metabolism of cofactors and vitamins
K09517,Genetic Information Processing,"Folding, sorting and degradation"
K09514,NA,NA
K09515,NA,NA
K09512,NA,NA
K09513,NA,NA
K09510,NA,NA
K09511,NA,NA
K09518,Genetic Information Processing,"Folding, sorting and degradation"
K09519,NA,NA
K08106,Metabolism,Glycan biosynthesis and metabolism
K02435,Genetic Information Processing,Translation
K02436,NA,NA
K02437,Metabolism,Carbohydrate metabolism
K02430,NA,NA
K05351,Metabolism,Carbohydrate metabolism
K05352,Metabolism,Carbohydrate metabolism
K02433,Genetic Information Processing,Translation
K02438,Metabolism,Carbohydrate metabolism
K02439,Metabolism,Energy metabolism
K03745,NA,NA
K03212,NA,NA
K03747,NA,NA
K03746,NA,NA
K03217,Genetic Information Processing,"Folding, sorting and degradation"
K03216,NA,NA
K03215,NA,NA
K03214,NA,NA
K03219,Environmental Information Processing,Membrane transport
K03218,NA,NA
K03749,NA,NA
K03748,NA,NA
K06891,NA,NA
K10958,Genetic Information Processing,Replication and repair
K09841,Metabolism,Metabolism of terpenoids and polyketides
K09479,Metabolism,Overview
K06322,NA,NA
K09475,Environmental Information Processing,Signal transduction
K09474,Metabolism,Xenobiotics biodegradation and metabolism
K09477,Environmental Information Processing,Signal transduction
K09476,Environmental Information Processing,Signal transduction
K09471,Metabolism,Amino acid metabolism
K09470,Metabolism,Amino acid metabolism
K09473,Metabolism,Amino acid metabolism
K09472,Metabolism,Amino acid metabolism
K07235,Genetic Information Processing,"Folding, sorting and degradation"
K07542,Metabolism,Glycan biosynthesis and metabolism
K10956,Genetic Information Processing,"Folding, sorting and degradation"
K13964,NA,NA
K13965,NA,NA
K13966,NA,NA
K07540,Metabolism,Overview
K13960,Genetic Information Processing,Replication and repair
K13962,Organismal Systems,Digestive system
K13963,Human Diseases,Infectious diseases
K09848,Cellular Processes,Cell growth and death
K06329,NA,NA
K07233,NA,NA
K07544,Metabolism,Overview
K00737,Metabolism,Glycan biosynthesis and metabolism
K04976,NA,NA
K11703,Metabolism,Amino acid metabolism
K11701,NA,NA
K11706,Environmental Information Processing,Membrane transport
K11707,Environmental Information Processing,Membrane transport
K11704,Environmental Information Processing,Membrane transport
K11705,Environmental Information Processing,Membrane transport
K11708,Environmental Information Processing,Membrane transport
K11709,Environmental Information Processing,Membrane transport
K12615,Genetic Information Processing,"Folding, sorting and degradation"
K12614,Genetic Information Processing,"Folding, sorting and degradation"
K12617,Genetic Information Processing,"Folding, sorting and degradation"
K12613,Genetic Information Processing,"Folding, sorting and degradation"
K12612,Genetic Information Processing,"Folding, sorting and degradation"
K12619,Genetic Information Processing,Translation
K12618,Genetic Information Processing,Translation
K07442,NA,NA
K07115,NA,NA
K07440,Metabolism,Lipid metabolism
K07441,Metabolism,Glycan biosynthesis and metabolism
K07446,NA,NA
K07447,NA,NA
K07112,NA,NA
K07113,NA,NA
K07448,NA,NA
K07449,NA,NA
K07118,NA,NA
K07119,NA,NA
K11830,Human Diseases,Neurodegenerative diseases
K11831,Human Diseases,Neurodegenerative diseases
K11833,NA,NA
K11835,NA,NA
K11836,NA,NA
K11837,NA,NA
K11838,Environmental Information Processing,Signal transduction
K11839,Cellular Processes,Transport and catabolism
K10618,Metabolism,Overview
K10617,Metabolism,Overview
K10616,Metabolism,Overview
K10615,Genetic Information Processing,"Folding, sorting and degradation"
K10614,Genetic Information Processing,"Folding, sorting and degradation"
K00678,Metabolism,Metabolism of cofactors and vitamins
K10610,Genetic Information Processing,"Folding, sorting and degradation"
K15067,Metabolism,Amino acid metabolism
K15066,Metabolism,Xenobiotics biodegradation and metabolism
K15064,Metabolism,Xenobiotics biodegradation and metabolism
K01848,Metabolism,Overview
K01849,Metabolism,Overview
K01844,Metabolism,Amino acid metabolism
K01845,Metabolism,Metabolism of cofactors and vitamins
K01846,Metabolism,Overview
K01847,Metabolism,Overview
K01840,Metabolism,Carbohydrate metabolism
K01841,Metabolism,Metabolism of other amino acids
K01843,Metabolism,Amino acid metabolism
K03486,NA,NA
K15390,NA,NA
K15393,NA,NA
K15395,NA,NA
K15394,NA,NA
K15396,NA,NA
K08483,Environmental Information Processing,Membrane transport
K08482,NA,NA
K08486,Genetic Information Processing,"Folding, sorting and degradation"
K08485,Environmental Information Processing,Membrane transport
K08484,Environmental Information Processing,Membrane transport
K08489,Genetic Information Processing,"Folding, sorting and degradation"
K08488,Genetic Information Processing,"Folding, sorting and degradation"
K00467,Metabolism,Carbohydrate metabolism
K00466,Metabolism,Amino acid metabolism
K00462,Metabolism,Overview
K04744,NA,NA
K01518,Metabolism,Nucleotide metabolism
K01519,Metabolism,Nucleotide metabolism
K04748,NA,NA
K04749,NA,NA
K01514,Metabolism,Nucleotide metabolism
K01515,Metabolism,Nucleotide metabolism
K01512,Metabolism,Carbohydrate metabolism
K01513,Metabolism,Carbohydrate metabolism
K01510,Metabolism,Nucleotide metabolism
K01511,Metabolism,Nucleotide metabolism
K14623,NA,NA
K14629,Metabolism,Metabolism of terpenoids and polyketides
K05167,NA,NA
K13416,Environmental Information Processing,Signal transduction
K05646,Environmental Information Processing,Membrane transport
K05647,Environmental Information Processing,Membrane transport
K03918,NA,NA
K03919,NA,NA
K03910,Organismal Systems,Immune system
K03911,Organismal Systems,Immune system
K03912,Organismal Systems,Immune system
K03913,Organismal Systems,Immune system
K08167,NA,NA
K12379,Environmental Information Processing,Signal transduction
K12376,NA,NA
K12374,NA,NA
K12375,NA,NA
K12372,Environmental Information Processing,Membrane transport
K12373,Metabolism,Carbohydrate metabolism
K12370,Environmental Information Processing,Membrane transport
K12371,Environmental Information Processing,Membrane transport
K02358,NA,NA
K02351,NA,NA
K02350,Genetic Information Processing,Replication and repair
K02352,NA,NA
K02355,NA,NA
K02357,NA,NA
K08160,NA,NA
K13577,Organismal Systems,Excretory system
K13574,NA,NA
K13573,NA,NA
K13572,NA,NA
K13571,NA,NA
K13570,NA,NA
K12112,Metabolism,Carbohydrate metabolism
K12113,NA,NA
K12111,Metabolism,Carbohydrate metabolism
K12116,Organismal Systems,Environmental adaptation
K12117,NA,NA
K12115,Organismal Systems,Environmental adaptation
K07328,NA,NA
K07323,Environmental Information Processing,Membrane transport
K07322,NA,NA
K07321,NA,NA
K07320,NA,NA
K07327,NA,NA
K07326,Human Diseases,Infectious diseases
K07325,NA,NA
K07324,NA,NA
K05643,Environmental Information Processing,Membrane transport
K08163,NA,NA
K12348,Metabolism,Lipid metabolism
K03006,Metabolism,Nucleotide metabolism
K03004,Metabolism,Nucleotide metabolism
K03005,Metabolism,Nucleotide metabolism
K03002,Metabolism,Nucleotide metabolism
K07117,NA,NA
K03009,Metabolism,Nucleotide metabolism
K05641,Environmental Information Processing,Membrane transport
K02739,Genetic Information Processing,"Folding, sorting and degradation"
K06180,NA,NA
K06181,NA,NA
K06182,NA,NA
K06183,NA,NA
K06184,NA,NA
K06185,NA,NA
K06638,Cellular Processes,Cell growth and death
K06187,Genetic Information Processing,Replication and repair
K06636,Cellular Processes,Cell growth and death
K14680,NA,NA
K06634,Genetic Information Processing,Transcription
